type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
CASH_IN,28259.1,C4069,52879.46,24620.36,D4069,25272.73,53531.83,0,0
CASH_OUT,22395.12,C4070,79716.78,57321.66,D4070,84127.68,106522.79999999999,0,0
PAYMENT,15464.13,C4071,96831.92,81367.79,D4071,95109.53,110573.66,0,0
CASH_IN,25120.42,C4072,5530.07,0.0,D4072,41452.63,66573.04999999999,0,0
PAYMENT,16934.64,C4073,59168.95,42234.31,D4073,96993.9,113928.54,0,0
CASH_OUT,37850.84,C4074,68127.85,30277.01000000001,D4074,62688.09,100538.93,0,0
CASH_IN,27195.14,C4075,98580.14,71385.0,D4075,41583.51,68778.65,0,0
TRANSFER,43842.51,C4076,94259.02,50416.51,D4076,80280.13,124122.64000000001,0,0
CASH_OUT,27177.65,C4077,71245.08,44067.43,D4077,29532.85,56710.5,1,0
DEBIT,11913.88,C4078,52178.94,40265.060000000005,D4078,26579.63,38493.51,0,0
PAYMENT,42554.74,C4079,16152.39,0.0,D4079,65654.77,108209.51000000001,0,0
CASH_OUT,27861.4,C4080,38417.66,10556.260000000002,D4080,39048.74,66910.14,0,0
CASH_OUT,10342.85,C4081,58512.23,48169.380000000005,D4081,13591.8,23934.65,0,0
CASH_IN,31175.77,C4082,72520.04,41344.26999999999,D4082,6696.42,37872.19,0,0
CASH_IN,17886.48,C4083,63539.96,45653.479999999996,D4083,78784.26,96670.73999999999,0,0
CASH_IN,42220.44,C4084,71412.28,29191.839999999997,D4084,67591.07,109811.51000000001,0,0
DEBIT,22665.53,C4085,42915.25,20249.72,D4085,41179.82,63845.35,0,0
CASH_IN,36322.34,C4086,72762.73,36440.39,D4086,89622.76,125945.09999999999,0,0
CASH_OUT,4777.71,C4087,14374.13,9596.419999999998,D4087,41085.68,45863.39,0,0
CASH_IN,19801.82,C4088,16258.63,0.0,D4088,71029.55,90831.37,0,0
TRANSFER,49162.09,C4089,16283.21,0.0,D4089,90911.53,140073.62,0,0
CASH_IN,40423.21,C4090,89086.5,48663.29,D4090,84071.55,124494.76000000001,0,0
DEBIT,7997.88,C4091,7603.41,0.0,D4091,51110.48,59108.36,1,0
TRANSFER,13888.92,C4092,80150.84,66261.92,D4092,68063.64,81952.56,0,0
CASH_OUT,16491.46,C4093,23357.09,6865.630000000001,D4093,41366.58,57858.04,0,0
CASH_OUT,32518.63,C4094,46842.99,14324.359999999997,D4094,64719.72,97238.35,0,0
PAYMENT,37849.98,C4095,91595.66,53745.68,D4095,25755.24,63605.22,0,0
TRANSFER,37476.58,C4096,58593.72,21117.14,D4096,43474.21,80950.79000000001,0,0
PAYMENT,25494.19,C4097,21011.77,0.0,D4097,20954.57,46448.759999999995,0,0
TRANSFER,40541.22,C4098,28409.01,0.0,D4098,3818.5,44359.72,0,0
TRANSFER,21854.47,C4099,92044.66,70190.19,D4099,58853.99,80708.45999999999,0,0
DEBIT,6194.9,C4100,42714.39,36519.49,D4100,86442.93,92637.82999999999,0,0
PAYMENT,28222.53,C4101,58698.55,30476.020000000004,D4101,2557.83,30780.36,0,0
DEBIT,47615.12,C4102,45993.22,0.0,D4102,19602.97,67218.09,1,0
TRANSFER,39649.89,C4103,37843.81,0.0,D4103,46018.51,85668.4,0,0
CASH_OUT,28935.45,C4104,22327.91,0.0,D4104,66589.68,95525.12999999999,0,0
TRANSFER,32340.64,C4105,68619.15,36278.509999999995,D4105,17122.92,49463.56,0,0
DEBIT,46528.17,C4106,71824.2,25296.03,D4106,5669.48,52197.649999999994,0,0
PAYMENT,21417.71,C4107,27488.51,6070.799999999999,D4107,51904.87,73322.58,0,0
PAYMENT,16570.38,C4108,78901.08,62330.7,D4108,81870.97,98441.35,0,0
DEBIT,48862.1,C4109,85453.52,36591.420000000006,D4109,3523.49,52385.59,0,0
PAYMENT,43172.29,C4110,92067.51,48895.219999999994,D4110,34936.95,78109.23999999999,0,0
CASH_IN,16152.86,C4111,16121.24,0.0,D4111,66351.47,82504.33,0,0
CASH_OUT,23189.57,C4112,30392.37,7202.799999999999,D4112,13074.2,36263.770000000004,0,0
CASH_OUT,20754.49,C4113,86035.33,65280.84,D4113,23594.68,44349.17,0,0
CASH_OUT,7455.63,C4114,19854.02,12398.39,D4114,53549.26,61004.89,0,0
PAYMENT,47891.01,C4115,346.85,0.0,D4115,95323.17,143214.18,0,0
PAYMENT,20216.22,C4116,87082.73,66866.51,D4116,28734.26,48950.479999999996,0,0
TRANSFER,43766.58,C4117,32644.94,0.0,D4117,48752.74,92519.32,0,0
TRANSFER,9468.62,C4118,41449.75,31981.129999999997,D4118,39993.09,49461.71,0,0
CASH_OUT,27393.99,C4119,44633.4,17239.41,D4119,89739.67,117133.66,0,0
CASH_IN,1199.05,C4120,84827.46,83628.41,D4120,7188.99,8388.039999999999,0,0
TRANSFER,38211.26,C4121,33789.21,0.0,D4121,56614.76,94826.02,0,0
TRANSFER,29046.11,C4122,89227.99,60181.880000000005,D4122,84611.97,113658.08,0,0
PAYMENT,31279.85,C4123,61693.91,30414.060000000005,D4123,98811.76,130091.60999999999,0,0
CASH_IN,2586.99,C4124,52728.67,50141.68,D4124,69872.55,72459.54000000001,0,0
CASH_OUT,10552.71,C4125,32561.45,22008.74,D4125,37993.55,48546.26,0,0
TRANSFER,3717.47,C4126,24371.17,20653.699999999997,D4126,41182.44,44899.91,0,0
CASH_IN,14446.43,C4127,62405.84,47959.409999999996,D4127,35168.22,49614.65,0,0
CASH_IN,31372.32,C4128,44689.42,13317.099999999999,D4128,60361.31,91733.63,0,0
CASH_OUT,28309.73,C4129,91051.6,62741.87000000001,D4129,73940.58,102250.31,0,0
CASH_IN,30607.88,C4130,49163.87,18555.99,D4130,81946.76,112554.64,0,0
CASH_IN,27463.01,C4131,51179.49,23716.48,D4131,41659.31,69122.31999999999,1,0
CASH_IN,13652.17,C4132,41672.33,28020.160000000003,D4132,71670.85,85323.02,0,0
TRANSFER,12226.13,C4133,78926.3,66700.17,D4133,91622.26,103848.39,1,0
CASH_OUT,6853.85,C4134,42483.92,35630.07,D4134,92082.48,98936.33,0,0
CASH_IN,42453.69,C4135,26934.2,0.0,D4135,70402.9,112856.59,0,0
CASH_IN,30824.35,C4136,86203.09,55378.74,D4136,63690.22,94514.57,0,0
TRANSFER,9326.36,C4137,59682.82,50356.46,D4137,53152.61,62478.97,0,0
CASH_OUT,8861.29,C4138,59151.02,50289.729999999996,D4138,18319.77,27181.06,0,0
PAYMENT,43651.91,C4139,61082.22,17430.309999999998,D4139,12362.97,56014.880000000005,0,0
TRANSFER,37136.8,C4140,71883.97,34747.17,D4140,48571.1,85707.9,0,0
CASH_OUT,32970.29,C4141,31306.8,0.0,D4141,15944.42,48914.71,0,0
CASH_IN,20343.8,C4142,3384.44,0.0,D4142,57699.99,78043.79,0,0
CASH_OUT,13099.52,C4143,81059.32,67959.8,D4143,64570.27,77669.79,0,0
CASH_OUT,48972.56,C4144,12890.51,0.0,D4144,52561.56,101534.12,0,0
CASH_OUT,39862.18,C4145,72181.97,32319.79,D4145,3642.67,43504.85,0,0
PAYMENT,15089.66,C4146,8231.53,0.0,D4146,5772.8,20862.46,0,0
CASH_OUT,42378.39,C4147,37530.78,0.0,D4147,11334.12,53712.51,0,0
PAYMENT,37946.84,C4148,6302.61,0.0,D4148,15364.58,53311.42,0,0
CASH_IN,14854.73,C4149,52221.37,37366.64,D4149,98988.26,113842.98999999999,0,0
PAYMENT,21328.22,C4150,65313.58,43985.36,D4150,34449.5,55777.72,0,0
CASH_IN,9298.49,C4151,17143.31,7844.8200000000015,D4151,29197.34,38495.83,0,0
CASH_IN,5553.51,C4152,37162.76,31609.25,D4152,5226.66,10780.17,0,0
PAYMENT,36138.38,C4153,93023.95,56885.57,D4153,63532.04,99670.42,0,0
TRANSFER,13376.33,C4154,44238.91,30862.58,D4154,65219.08,78595.41,0,0
DEBIT,41003.15,C4155,80254.36,39251.21,D4155,17544.87,58548.020000000004,0,0
CASH_OUT,49780.44,C4156,92718.47,42938.03,D4156,91924.15,141704.59,0,0
DEBIT,3831.91,C4157,97434.58,93602.67,D4157,80049.35,83881.26000000001,0,0
CASH_OUT,23652.28,C4158,89832.2,66179.92,D4158,23031.93,46684.21,0,0
CASH_OUT,40103.33,C4159,31740.53,0.0,D4159,48584.97,88688.3,0,0
CASH_IN,39447.76,C4160,96257.29,56809.52999999999,D4160,45839.09,85286.85,1,0
CASH_OUT,38000.1,C4161,81239.52,43239.420000000006,D4161,34852.04,72852.14,0,0
CASH_OUT,17450.4,C4162,83717.56,66267.16,D4162,81763.47,99213.87,0,0
PAYMENT,22693.21,C4163,1517.3,0.0,D4163,10926.45,33619.66,0,0
DEBIT,29748.82,C4164,95423.89,65675.07,D4164,41531.42,71280.23999999999,0,0
PAYMENT,48697.06,C4165,77809.02,29111.960000000006,D4165,42803.11,91500.17,0,0
CASH_OUT,16378.04,C4166,76796.75,60418.71,D4166,46872.56,63250.6,0,0
CASH_IN,46157.27,C4167,8152.47,0.0,D4167,86135.0,132292.27,0,0
PAYMENT,13468.58,C4168,23256.85,9788.269999999999,D4168,21816.69,35285.27,0,0
PAYMENT,49453.73,C4169,96226.17,46772.439999999995,D4169,10292.32,59746.05,0,0
TRANSFER,33513.51,C4170,50067.71,16554.199999999997,D4170,61780.85,95294.36,0,0
CASH_OUT,23176.11,C4171,39785.8,16609.690000000002,D4171,17383.45,40559.56,0,0
CASH_IN,30669.91,C4172,83994.08,53324.17,D4172,7493.21,38163.12,0,0
PAYMENT,13627.29,C4173,8734.04,0.0,D4173,42664.92,56292.21,0,0
PAYMENT,13709.42,C4174,41694.2,27984.78,D4174,21964.64,35674.06,0,0
CASH_IN,5678.61,C4175,37570.08,31891.47,D4175,36121.66,41800.270000000004,0,0
CASH_OUT,5703.4,C4176,34985.14,29281.739999999998,D4176,25971.11,31674.510000000002,0,0
TRANSFER,17384.24,C4177,30769.22,13384.98,D4177,9263.65,26647.89,0,0
PAYMENT,38143.01,C4178,21007.5,0.0,D4178,56034.72,94177.73000000001,0,0
TRANSFER,30398.95,C4179,17291.08,0.0,D4179,2701.84,33100.79,0,0
DEBIT,5130.13,C4180,64040.61,58910.48,D4180,96637.53,101767.66,1,0
CASH_OUT,42611.97,C4181,91939.48,49327.509999999995,D4181,34133.05,76745.02,0,0
DEBIT,30068.78,C4182,50885.16,20816.380000000005,D4182,69515.75,99584.53,1,0
DEBIT,48042.82,C4183,29797.46,0.0,D4183,81036.29,129079.10999999999,0,0
DEBIT,33509.6,C4184,15916.02,0.0,D4184,27910.48,61420.08,0,0
CASH_OUT,8759.57,C4185,83014.34,74254.76999999999,D4185,74873.87,83633.44,0,0
CASH_OUT,23689.69,C4186,97149.21,73459.52,D4186,83242.09,106931.78,0,0
CASH_IN,32425.23,C4187,34915.54,2490.3100000000013,D4187,24131.72,56556.95,0,0
TRANSFER,1414.21,C4188,29095.04,27680.83,D4188,99249.47,100663.68000000001,0,0
TRANSFER,746.5,C4189,60149.3,59402.8,D4189,2068.87,2815.37,1,0
CASH_IN,6471.02,C4190,77532.9,71061.87999999999,D4190,21700.05,28171.07,0,0
CASH_IN,12583.97,C4191,45540.28,32956.31,D4191,78002.08,90586.05,0,0
DEBIT,21478.03,C4192,63007.31,41529.28,D4192,19413.1,40891.13,0,0
CASH_IN,24372.54,C4193,71654.91,47282.37,D4193,69825.99,94198.53,0,0
PAYMENT,6902.24,C4194,96059.23,89156.98999999999,D4194,85553.04,92455.28,0,0
TRANSFER,33669.91,C4195,16503.73,0.0,D4195,95921.43,129591.34,0,0
CASH_IN,29807.31,C4196,99738.25,69930.94,D4196,47424.75,77232.06,0,0
PAYMENT,14723.91,C4197,39215.67,24491.76,D4197,97110.91,111834.82,0,0
PAYMENT,683.98,C4198,72320.01,71636.03,D4198,41162.23,41846.21000000001,0,0
PAYMENT,3883.32,C4199,57241.44,53358.12,D4199,21812.8,25696.12,0,0
PAYMENT,19585.35,C4200,48666.86,29081.510000000002,D4200,51392.19,70977.54000000001,0,0
DEBIT,7699.56,C4201,69807.54,62107.979999999996,D4201,64982.32,72681.88,0,0
PAYMENT,18841.6,C4202,39575.39,20733.79,D4202,45796.33,64637.93,0,0
DEBIT,31409.5,C4203,12611.0,0.0,D4203,56697.24,88106.73999999999,0,0
DEBIT,27362.32,C4204,48889.34,21527.019999999997,D4204,41640.92,69003.23999999999,1,0
PAYMENT,11559.56,C4205,52191.59,40632.03,D4205,52476.2,64035.759999999995,0,0
TRANSFER,17191.78,C4206,20190.22,2998.4400000000023,D4206,95259.57,112451.35,0,0
PAYMENT,30701.95,C4207,93561.94,62859.990000000005,D4207,49983.12,80685.07,0,0
PAYMENT,43042.89,C4208,22747.56,0.0,D4208,25317.96,68360.85,0,0
PAYMENT,37660.92,C4209,40922.76,3261.840000000004,D4209,75874.66,113535.58,0,0
TRANSFER,27670.45,C4210,15492.97,0.0,D4210,33758.45,61428.899999999994,0,0
CASH_OUT,18115.29,C4211,53579.66,35464.37,D4211,81620.72,99736.01000000001,0,0
CASH_OUT,18253.2,C4212,30763.76,12510.559999999998,D4212,5684.2,23937.4,0,0
DEBIT,43970.99,C4213,48927.25,4956.260000000002,D4213,33217.8,77188.79000000001,0,0
DEBIT,1963.14,C4214,22461.69,20498.55,D4214,9435.99,11399.13,0,0
TRANSFER,49399.14,C4215,5377.51,0.0,D4215,8531.78,57930.92,0,0
CASH_IN,33219.11,C4216,77922.67,44703.56,D4216,65838.96,99058.07,0,0
CASH_OUT,34057.2,C4217,64108.63,30051.43,D4217,38533.48,72590.68,0,0
DEBIT,1900.85,C4218,34073.94,32173.090000000004,D4218,87147.89,89048.74,0,0
CASH_OUT,30276.86,C4219,4749.42,0.0,D4219,51640.51,81917.37,0,0
TRANSFER,24239.42,C4220,86557.51,62318.09,D4220,29534.32,53773.74,0,0
TRANSFER,5289.84,C4221,16979.5,11689.66,D4221,72088.89,77378.73,0,0
CASH_IN,13896.82,C4222,93074.22,79177.4,D4222,62401.68,76298.5,0,0
CASH_IN,44515.83,C4223,47859.54,3343.709999999999,D4223,79959.46,124475.29000000001,0,0
TRANSFER,27499.87,C4224,34038.67,6538.799999999999,D4224,64358.83,91858.7,0,0
DEBIT,20671.42,C4225,74175.95,53504.53,D4225,16701.34,37372.759999999995,0,0
CASH_OUT,3635.04,C4226,87683.94,84048.90000000001,D4226,67031.0,70666.04,0,0
PAYMENT,35706.36,C4227,37071.36,1365.0,D4227,39154.92,74861.28,0,0
CASH_IN,35142.84,C4228,40734.38,5591.540000000001,D4228,46314.3,81457.14,0,0
PAYMENT,30702.57,C4229,43315.82,12613.25,D4229,92156.46,122859.03,0,0
DEBIT,25513.62,C4230,92232.31,66718.69,D4230,35996.4,61510.020000000004,0,0
CASH_IN,21689.79,C4231,69256.4,47566.60999999999,D4231,61195.91,82885.70000000001,0,0
PAYMENT,29663.96,C4232,24764.61,0.0,D4232,36348.17,66012.13,1,0
DEBIT,11670.54,C4233,18499.97,6829.43,D4233,9472.75,21143.29,0,0
CASH_OUT,47063.01,C4234,23036.77,0.0,D4234,45352.53,92415.54000000001,0,0
DEBIT,29440.14,C4235,26356.39,0.0,D4235,59706.15,89146.29000000001,0,0
CASH_IN,15560.31,C4236,23018.35,7458.039999999999,D4236,40750.33,56310.64,0,0
TRANSFER,22484.54,C4237,65850.64,43366.1,D4237,39066.62,61551.16,0,0
CASH_OUT,40284.43,C4238,11593.35,0.0,D4238,82037.85,122322.28,0,0
PAYMENT,8081.64,C4239,38735.85,30654.21,D4239,2968.52,11050.16,0,0
CASH_IN,14642.49,C4240,62505.36,47862.87,D4240,29558.54,44201.03,0,0
TRANSFER,33975.72,C4241,29086.0,0.0,D4241,81175.73,115151.45,0,0
DEBIT,15775.14,C4242,6527.44,0.0,D4242,92053.01,107828.15,1,0
TRANSFER,39625.29,C4243,8182.39,0.0,D4243,41229.96,80855.25,0,0
CASH_IN,6523.54,C4244,12596.68,6073.14,D4244,88879.42,95402.95999999999,0,0
CASH_IN,38134.55,C4245,83584.3,45449.75,D4245,19893.01,58027.56,0,0
TRANSFER,3418.52,C4246,65786.35,62367.83000000001,D4246,22142.71,25561.23,0,0
DEBIT,630.62,C4247,6452.24,5821.62,D4247,84619.14,85249.76,0,0
TRANSFER,44911.28,C4248,39106.89,0.0,D4248,90325.77,135237.05,0,0
CASH_IN,29067.38,C4249,27858.52,0.0,D4249,22280.58,51347.96000000001,0,0
CASH_IN,17591.99,C4250,57804.01,40212.020000000004,D4250,5932.42,23524.410000000003,0,0
PAYMENT,11630.5,C4251,52280.59,40650.09,D4251,9032.41,20662.91,0,0
PAYMENT,30844.67,C4252,48112.4,17267.730000000003,D4252,26138.08,56982.75,0,0
CASH_OUT,25450.6,C4253,31451.24,6000.640000000003,D4253,76144.91,101595.51000000001,0,0
CASH_IN,49579.9,C4254,13779.98,0.0,D4254,50999.18,100579.08,0,0
PAYMENT,49160.82,C4255,74237.64,25076.82,D4255,45558.88,94719.7,1,0
TRANSFER,31751.59,C4256,87985.68,56234.09,D4256,58413.99,90165.58,0,0
DEBIT,22144.08,C4257,94415.09,72271.01,D4257,89022.31,111166.39,0,0
TRANSFER,24557.56,C4258,5861.9,0.0,D4258,9043.04,33600.600000000006,0,0
DEBIT,34124.27,C4259,73990.87,39866.6,D4259,69472.41,103596.68,0,0
PAYMENT,5079.63,C4260,72650.35,67570.72,D4260,92679.08,97758.71,0,0
CASH_OUT,16418.28,C4261,94710.96,78292.68000000001,D4261,21335.0,37753.28,1,0
TRANSFER,3764.54,C4262,25291.46,21526.92,D4262,83777.23,87541.76999999999,0,0
TRANSFER,3668.96,C4263,74217.9,70548.93999999999,D4263,69802.47,73471.43000000001,0,0
TRANSFER,9792.77,C4264,5462.63,0.0,D4264,1446.85,11239.62,0,0
DEBIT,24263.18,C4265,63124.57,38861.39,D4265,23161.17,47424.35,0,0
PAYMENT,39238.93,C4266,35084.78,0.0,D4266,60584.48,99823.41,0,0
TRANSFER,24275.31,C4267,76890.94,52615.630000000005,D4267,50240.03,74515.34,0,0
TRANSFER,16774.5,C4268,86330.43,69555.93,D4268,52793.63,69568.13,0,0
CASH_OUT,4118.57,C4269,36482.1,32363.53,D4269,23193.04,27311.61,0,0
CASH_OUT,27515.23,C4270,52558.61,25043.38,D4270,67500.35,95015.58,1,0
PAYMENT,13564.16,C4271,11740.41,0.0,D4271,26641.84,40206.0,0,0
PAYMENT,30747.09,C4272,41690.7,10943.609999999997,D4272,38943.5,69690.59,0,0
CASH_IN,48859.41,C4273,36080.04,0.0,D4273,36891.59,85751.0,0,0
CASH_OUT,5566.6,C4274,18312.35,12745.749999999998,D4274,67202.5,72769.1,0,0
CASH_IN,10607.06,C4275,89447.86,78840.8,D4275,9025.28,19632.34,0,0
DEBIT,23655.25,C4276,14808.78,0.0,D4276,20554.19,44209.44,0,0
CASH_IN,48430.72,C4277,63573.94,15143.220000000001,D4277,20049.71,68480.43,0,0
TRANSFER,38590.72,C4278,89014.26,50423.53999999999,D4278,10842.47,49433.19,0,0
CASH_IN,44911.56,C4279,91196.86,46285.3,D4279,20759.5,65671.06,0,0
PAYMENT,16686.41,C4280,79323.97,62637.56,D4280,60706.03,77392.44,0,0
DEBIT,49601.93,C4281,17614.11,0.0,D4281,73216.82,122818.75,0,0
TRANSFER,5142.54,C4282,81743.14,76600.6,D4282,66030.34,71172.87999999999,0,0
CASH_IN,2649.59,C4283,27656.48,25006.89,D4283,47518.81,50168.399999999994,0,0
DEBIT,42780.28,C4284,92239.8,49459.520000000004,D4284,5243.46,48023.74,0,0
DEBIT,46363.32,C4285,70908.67,24545.35,D4285,95900.7,142264.02,0,0
TRANSFER,4530.18,C4286,78526.76,73996.57999999999,D4286,16807.65,21337.83,0,0
CASH_IN,5672.26,C4287,8503.25,2830.99,D4287,66842.14,72514.4,0,0
DEBIT,1659.67,C4288,58276.51,56616.840000000004,D4288,91289.06,92948.73,0,0
DEBIT,5226.27,C4289,82114.21,76887.94,D4289,69777.71,75003.98000000001,0,0
CASH_OUT,10471.78,C4290,86159.04,75687.26,D4290,21804.96,32276.739999999998,0,0
DEBIT,48503.86,C4291,2863.17,0.0,D4291,31579.63,80083.49,0,0
CASH_OUT,33393.34,C4292,93915.92,60522.58,D4292,3020.59,36413.92999999999,0,0
CASH_IN,38927.87,C4293,4333.87,0.0,D4293,61275.82,100203.69,0,0
CASH_IN,38807.19,C4294,61451.87,22644.68,D4294,61299.3,100106.49,0,0
CASH_IN,26754.15,C4295,69338.75,42584.6,D4295,72550.06,99304.20999999999,0,0
PAYMENT,39874.65,C4296,10734.53,0.0,D4296,1099.63,40974.28,0,0
CASH_IN,29790.78,C4297,4801.19,0.0,D4297,81784.13,111574.91,0,0
DEBIT,15727.99,C4298,78491.22,62763.23,D4298,73871.1,89599.09000000001,0,0
TRANSFER,28055.94,C4299,38467.06,10411.119999999999,D4299,14088.66,42144.6,0,0
CASH_OUT,26675.9,C4300,10711.25,0.0,D4300,34762.66,61438.560000000005,0,0
PAYMENT,41172.83,C4301,76266.78,35093.95,D4301,63852.49,105025.32,0,0
CASH_IN,49086.38,C4302,84916.31,35829.93,D4302,49579.69,98666.07,0,0
CASH_IN,20552.72,C4303,58738.62,38185.9,D4303,11509.43,32062.15,0,0
TRANSFER,38169.77,C4304,16123.68,0.0,D4304,8734.54,46904.31,0,0
TRANSFER,4989.05,C4305,1522.25,0.0,D4305,78145.63,83134.68000000001,1,0
PAYMENT,38841.79,C4306,70080.25,31238.46,D4306,15596.71,54438.5,0,0
CASH_OUT,18571.47,C4307,55013.97,36442.5,D4307,17209.27,35780.740000000005,0,0
CASH_IN,1970.47,C4308,65079.71,63109.24,D4308,83092.31,85062.78,0,0
PAYMENT,18162.95,C4309,81318.47,63155.520000000004,D4309,61213.96,79376.91,0,0
DEBIT,30532.53,C4310,43422.78,12890.25,D4310,60471.56,91004.09,0,0
DEBIT,5963.39,C4311,12451.55,6488.159999999999,D4311,47934.58,53897.97,0,0
PAYMENT,46201.8,C4312,93998.33,47796.53,D4312,56899.5,103101.3,0,0
CASH_IN,3884.54,C4313,54526.21,50641.67,D4313,60176.97,64061.51,0,0
PAYMENT,46500.41,C4314,61529.41,15029.0,D4314,96782.62,143283.03,0,0
CASH_IN,35357.17,C4315,93341.14,57983.97,D4315,22297.33,57654.5,0,0
TRANSFER,16486.28,C4316,93158.37,76672.09,D4316,21456.24,37942.520000000004,0,0
PAYMENT,19538.13,C4317,57209.46,37671.33,D4317,5721.85,25259.980000000003,0,0
CASH_IN,37040.73,C4318,29761.14,0.0,D4318,65819.88,102860.61000000002,0,0
PAYMENT,30073.95,C4319,99711.36,69637.41,D4319,54904.22,84978.17,0,0
PAYMENT,33582.47,C4320,68081.71,34499.240000000005,D4320,11123.92,44706.39,0,0
CASH_IN,19458.84,C4321,40843.67,21384.829999999998,D4321,36453.89,55912.729999999996,0,0
CASH_IN,24391.19,C4322,55983.68,31592.49,D4322,17866.32,42257.509999999995,0,0
CASH_OUT,49493.38,C4323,41583.41,0.0,D4323,33148.17,82641.54999999999,0,0
PAYMENT,10696.93,C4324,88830.52,78133.59,D4324,95126.42,105823.35,0,0
DEBIT,20893.39,C4325,48249.94,27356.550000000003,D4325,68331.88,89225.27,0,0
PAYMENT,14591.87,C4326,82352.84,67760.97,D4326,756.91,15348.78,0,0
PAYMENT,38255.81,C4327,84017.63,45761.82000000001,D4327,25250.81,63506.619999999995,0,0
CASH_IN,38200.87,C4328,82433.23,44232.35999999999,D4328,1036.15,39237.020000000004,0,0
PAYMENT,14622.98,C4329,72218.86,57595.880000000005,D4329,71486.85,86109.83,0,0
PAYMENT,4070.43,C4330,85487.77,81417.34000000001,D4330,46942.18,51012.61,0,0
DEBIT,572.62,C4331,38722.96,38150.34,D4331,99401.87,99974.48999999999,0,0
CASH_IN,21373.1,C4332,11466.32,0.0,D4332,73358.33,94731.43,0,0
PAYMENT,20517.47,C4333,84245.42,63727.95,D4333,51791.29,72308.76000000001,0,0
TRANSFER,49419.51,C4334,49816.84,397.32999999999447,D4334,80470.54,129890.04999999999,0,0
CASH_OUT,23490.63,C4335,12737.6,0.0,D4335,70480.37,93971.0,0,0
DEBIT,12821.66,C4336,11531.25,0.0,D4336,24377.62,37199.28,0,0
PAYMENT,44561.58,C4337,15924.24,0.0,D4337,53025.83,97587.41,0,0
TRANSFER,24553.91,C4338,75097.33,50543.42,D4338,55599.87,80153.78,0,0
PAYMENT,29959.18,C4339,71085.67,41126.49,D4339,45123.17,75082.35,0,0
PAYMENT,4784.34,C4340,20381.87,15597.529999999999,D4340,17919.26,22703.6,0,0
CASH_IN,19146.44,C4341,84692.34,65545.9,D4341,22336.91,41483.35,0,0
CASH_IN,47211.24,C4342,28129.48,0.0,D4342,28104.74,75315.98,0,0
CASH_IN,29475.68,C4343,79298.56,49822.88,D4343,1025.51,30501.19,0,0
TRANSFER,17225.75,C4344,48880.59,31654.839999999997,D4344,91694.39,108920.14,0,0
PAYMENT,31283.73,C4345,73154.87,41871.14,D4345,68609.6,99893.33,0,0
CASH_OUT,45520.64,C4346,38138.77,0.0,D4346,68961.73,114482.37,0,0
DEBIT,13700.26,C4347,34714.06,21013.799999999996,D4347,57233.06,70933.31999999999,0,0
CASH_IN,25256.33,C4348,84135.96,58879.630000000005,D4348,68931.08,94187.41,0,0
CASH_IN,47934.57,C4349,3530.23,0.0,D4349,98186.25,146120.82,0,0
PAYMENT,8620.63,C4350,97473.69,88853.06,D4350,38516.03,47136.659999999996,0,0
PAYMENT,35983.48,C4351,64817.96,28834.479999999996,D4351,71252.56,107236.04000000001,1,0
TRANSFER,30724.44,C4352,43248.34,12523.899999999998,D4352,35952.9,66677.34,0,0
TRANSFER,33984.08,C4353,62805.45,28821.369999999995,D4353,85428.88,119412.96,0,0
CASH_IN,17561.63,C4354,12274.09,0.0,D4354,85802.86,103364.49,0,0
PAYMENT,15694.65,C4355,51405.25,35710.6,D4355,90226.64,105921.29,0,0
CASH_OUT,34210.8,C4356,98509.55,64298.75,D4356,546.33,34757.130000000005,0,0
DEBIT,10777.95,C4357,23526.94,12748.989999999998,D4357,29819.14,40597.09,0,0
PAYMENT,20983.32,C4358,72227.81,51244.49,D4358,13392.44,34375.76,0,0
PAYMENT,9409.54,C4359,43497.14,34087.6,D4359,45398.62,54808.16,0,0
TRANSFER,416.23,C4360,65245.81,64829.579999999994,D4360,49544.96,49961.19,0,0
DEBIT,48502.9,C4361,20488.72,0.0,D4361,25590.4,74093.3,0,0
CASH_IN,21585.72,C4362,47046.5,25460.78,D4362,72344.65,93930.37,0,0
PAYMENT,48467.51,C4363,98009.27,49541.76,D4363,26976.97,75444.48000000001,0,0
CASH_IN,7017.04,C4364,19528.72,12511.68,D4364,85389.14,92406.18,0,0
PAYMENT,29368.75,C4365,63644.5,34275.75,D4365,17765.94,47134.69,0,0
CASH_IN,10049.5,C4366,57559.77,47510.27,D4366,36723.53,46773.03,0,0
DEBIT,39503.92,C4367,56505.16,17001.240000000005,D4367,62223.78,101727.7,0,0
TRANSFER,39185.37,C4368,61512.33,22326.96,D4368,60533.51,99718.88,0,0
DEBIT,5631.24,C4369,50223.8,44592.560000000005,D4369,7802.91,13434.15,0,0
CASH_OUT,45603.31,C4370,1693.08,0.0,D4370,84625.86,130229.17,0,0
TRANSFER,9732.29,C4371,90009.68,80277.38999999998,D4371,59806.49,69538.78,0,0
DEBIT,30649.25,C4372,82697.88,52048.630000000005,D4372,86985.95,117635.2,0,0
CASH_OUT,49281.7,C4373,17416.77,0.0,D4373,86763.56,136045.26,0,0
PAYMENT,44119.94,C4374,41327.32,0.0,D4374,54591.87,98711.81,0,0
